idx,x,y,z,nx,ny,nz,dx,dy,dz,seg_len,cumulative_len
209,0.367038,0.357351,0.727454,-0.105983,-0.964442,0.242114,-0.977731,0.123421,0.169732,0.004046,0.945557
210,0.362973,0.356921,0.728297,-0.104201,-0.960451,0.258218,-0.978960,0.124951,0.161320,0.004174,0.949730
211,0.358627,0.356416,0.729174,-0.106467,-0.956453,0.271776,-0.979811,0.129751,0.152105,0.004463,0.954193
212,0.354264,0.356039,0.729997,-0.107858,-0.953417,0.281715,-0.980165,0.137718,0.142511,0.004455,0.958648
213,0.349605,0.356111,0.730954,-0.112163,-0.950316,0.290376,-0.979963,0.148637,0.132591,0.004757,0.963405
214,0.344850,0.356593,0.731706,-0.116395,-0.947234,0.298663,-0.979276,0.161450,0.122281,0.004838,0.968243
215,0.340245,0.357308,0.732374,-0.126389,-0.944008,0.304754,-0.978239,0.174730,0.111881,0.004708,0.972952
216,0.335727,0.358471,0.732949,-0.133023,-0.942950,0.305206,-0.977058,0.187069,0.101804,0.004700,0.977652
217,0.331473,0.359965,0.733131,-0.134738,-0.941358,0.309340,-0.976002,0.197163,0.092446,0.004513,0.982165
218,0.327559,0.361468,0.733254,-0.139206,-0.938336,0.316460,-0.975256,0.204564,0.083840,0.004194,0.986359
219,0.323774,0.363216,0.733298,-0.140430,-0.935078,0.325437,-0.974959,0.209115,0.075674,0.004169,0.990529
220,0.320057,0.364830,0.733241,-0.133423,-0.932766,0.334883,-0.975260,0.210275,0.068211,0.004053,0.994581
221,0.316393,0.366250,0.733269,-0.132280,-0.926581,0.352065,-0.976218,0.207749,0.061953,0.003929,0.998511
222,0.312609,0.367560,0.733452,-0.135100,-0.919883,0.368188,-0.977861,0.201337,0.057016,0.004008,1.002519
223,0.308777,0.368987,0.733635,-0.135541,-0.911550,0.388207,-0.980082,0.191304,0.053309,0.004093,1.006612
224,0.304726,0.370335,0.733805,-0.130135,-0.903789,0.407713,-0.982683,0.178174,0.050881,0.004273,1.010885
225,0.300543,0.371594,0.734002,-0.119219,-0.895426,0.428952,-0.985473,0.162312,0.049975,0.004373,1.015258
226,0.296133,0.372522,0.734211,-0.115126,-0.888315,0.444570,-0.988248,0.144216,0.050678,0.004511,1.019770
